tweet_text,cleaned_text,label,disaster_type
RT @TeamAthleteLife: Lets see how many retweets we can get for #WestTx 🙏  #PrayForTexas.  All athletes Unite and pray for everyone invol ...,let see many retweets get westtx prayfortexas athlete unite pray everyone invol,3,Explosion
Dozens dead as magnitude-7.1 earthquake hits the Philippines http://t.co/58vZYDgC1G,dozen dead magnitude earthquake hit philippine,2,Earthquake
“@ChannelNewsAsia: #SGHaze PSI reading of 152 is highest since October 2006. What precautions are you taking to deal with the haze?”,sghaze psi reading highest since october precaution taking deal haze,6,Haze
Philippines: a delegation of Sant'Egidio on places affected by the typhoon from hong kong with emergency aid http://t.co/aAl3iK8xQq”,philippine delegation santegidio place affected typhoon hong kong emergency aid,10,Typhoon
"RT @brianstelter: A big explosion at a fertilizer plant in West, TX tonight. Most dramatic photo from the scene, by @AndyBartee: http:// ...",big explosion fertilizer plant west tx tonight dramatic photo scene http,3,Explosion
New York City commuters warned of delays following derailment - Reuters: Wall Street JournalNew York Cit... http://t.co/v10Hx76rnh #News,new york city commuter warned delay following derailment reuters wall street journalnew york cit news,9,Transportation Accident
"RT @newsbreaker: #BREAKING: Another video of #RussianMeteor explosion with car sirens, breaking glass. http://t.co/RTItEQM8 @KFINEWS",breaking another video russianmeteor explosion car siren breaking glass,7,Meteor
RT @CBSNews: Typhoon Haiyan overshadows U.N. climate talks as Philippines envoy breaks town in tears http://t.co/cPOubTq9zs,typhoon haiyan overshadows un climate talk philippine envoy break town tear,10,Typhoon
RT @STcom: #SGHaze update: PSI is 321 at 10.55pm @NEAsg,sghaze update psi pm,6,Haze
RT @Fariisssss: haze only in singapore/malaysia/indon and people want to talk about qiamat. so kirekan qiamat at singapore/malaysia/indon o…,haze singaporemalaysiaindon people want talk qiamat kirekan qiamat singaporemalaysiaindon,6,Haze
Whilst I appreciate it is sad about Paul Walker what about the officers and customers killed in the helicopter crash in Glasgow,whilst appreciate sad paul walker officer customer killed helicopter crash glasgow,9,Transportation Accident
RT @CNN: Meteor in Russia injures more than 700 - watch the explosion: http://t.co/jQizf8cs,meteor russia injures watch explosion,7,Meteor
RT @AP: BREAKING: Police say a Metro-North passenger train has derailed in New York City; some cars in water.,breaking police say metronorth passenger train derailed new york city car water,9,Transportation Accident
"RT @archterentius: On the eve of St James’ patronal feast, let us pray for the dead and injured of train accident Compostella, Spain http:/…",eve st james patronal feast let u pray dead injured train accident compostella spain,9,Transportation Accident
#us Details surrounding LAX shooter beginning to emerge; charged with murdering a federal officer: Paul Anthon... http://t.co/jmiuoOc2Ed,u detail surrounding lax shooter beginning emerge charged murdering federal officer paul anthon,8,Shooting
"RT @BBCWorld: New York train crash: Of 63 people hurt, 11 critical after Metro-North derailment in Bronx - fire department http://t.co/MNwF…",new york train crash people hurt critical metronorth derailment bronx fire department,9,Transportation Accident
RT @CBSNews: Bangladesh building collapse death toll rises near 350 http://t.co/VXciopJflp,bangladesh building collapse death toll rise near,1,Building Collapse
RT @Daybreak_Dude: #dbn former host Russel Bowers joins the show to give us eyewitness account of #calgary flooding. #cbc,dbn former host russel bower join show give u eyewitness account calgary flooding cbc,5,Flood
my contribution to the #sghaze pictures of #Singapore... view from my office building in Alexandra.… http://t.co/72N7UmslnG,contribution sghaze picture singapore view office building,6,Haze
"Stay Safe Guys &amp; Keep Praying, Lord God will save us from this Typhoon Pablo :)",stay safe guy keep praying lord god save u typhoon pablo,10,Typhoon
"In Soviet Russia, meteor showers you.",soviet russia meteor shower,7,Meteor
RT @NBCDFW: Mayor of West we need your prayers http://t.co/FGu0ywG7Zn #westexplosion,mayor west need prayer westexplosion,3,Explosion
RT @Fake_PMLee: Relax. It's 299 PSI. Not hazardous yet.  Unless the person next to you farts and bring it 1 notch up.  #SGHaze,relax psi hazardous yet unless person next fart bring notch sghaze,6,Haze
@Brielle1101 Bangladesh building owner faces murder complaint over collapse: DHAKA (Reuters) - The wife of a Bangladeshi garm...  @sizzxo,bangladesh building owner face murder complaint collapse dhaka reuters wife bangladeshi garm,1,Building Collapse
"Reuters: Bangladesh factory building collapse kills over 70, injures hundreds: DHAKA (Reuters… http://t.co/sbv4418KlL",reuters bangladesh factory building collapse kill injures hundred dhaka,1,Building Collapse
Yikes!!! Wish I wouldn't have watched Armageddon this week. #russia #crazy #meteor #prayers,yikes wish would watched armageddon week russia crazy meteor prayer,7,Meteor
Jeez peeps. It's just some heavy rain and a bit of wind. The apocalypse it ain't. #oldschoolweather #bigwet,jeez peep heavy rain bit wind apocalypse ai oldschoolweather bigwet,5,Flood
RT @ShyhiemB: #PrayForBoston RT,prayforboston,0,Bombing
"Pray,Pray,Pray..For The Super Typhoon YOLANDA #PrayForThePhilippines",prayprayprayfor super typhoon yolanda prayforthephilippines,10,Typhoon
"LAX Shooter Kills TSA Agent, Prompts Mass Evacuation, Airport Lockdown http://t.co/aBPWge1D4Z",lax shooter kill tsa agent prompt mass evacuation airport lockdown,8,Shooting
Colorado State University classes disrupted by High Park Fire  http://t.co/byA9WRQu,colorado state university class disrupted high park fire,11,Wildfire
RT @cnnbrk: More than 500 people are still unaccounted for in Colorado flooding; more heavy rain expected Sunday. http://t.co/iuT5V20Wtp,people still unaccounted colorado flooding heavy rain expected sunday,5,Flood
RT @buwivaqotigo: http://t.co/wUXkRwIIhH Bangladesh building collapse death toll passes 700..,bangladesh building collapse death toll pass,1,Building Collapse
Just heard the news about the Boston Marathon...  Absolutely heartbreaking...  Praying for everyone involved.,heard news boston marathon absolutely heartbreaking praying everyone involved,0,Bombing
"RT @CNN: Colorado wildfire of 'epic proportions' displaces 32,000; tests firefighters http://t.co/I8T8uaDo",colorado wildfire epic proportion displaces test firefighter,11,Wildfire
"RT @BBCBreaking: At least 147 people confirmed dead in Bangladesh building collapse, as rescuers search for survivors http://t.co/LynZxrtHJb",least people confirmed dead bangladesh building collapse rescuer search survivor,1,Building Collapse
LAX shooting suspect charged with murder http://t.co/zGVQU23dGf,lax shooting suspect charged murder,8,Shooting
Sydney is covered in orange and black smoke. So many bush fires in NSW at the moment.,sydney covered orange black smoke many bush fire nsw moment,11,Wildfire
Pope Francis expresses closeness to Glasgow after helicopter tragedy http://t.co/Vc2QhxiR1w,pope francis express closeness glasgow helicopter tragedy,9,Transportation Accident
"RT @iambasilYooH2: Please RT: #HelpMonkayo, #HelpBaganga, #HelpComVal. Thru this, we might get help from other people and agencies. #PabloPh",please helpmonkayo helpbaganga helpcomval thru might get help people agency pabloph,10,Typhoon
RT @dost_pagasa: Red Rainfall Warning No. 17A   Weather System: Southwest Monsoon (#Habagat) enhanced by  Tropical Storm... http://t.co/vaG…,red rainfall warning weather system southwest monsoon habagat enhanced tropical storm,5,Flood
RAW FOOTAGE CCTV VIDEO // Train Crash in Spain: 78 People Died: http://t.co/EDaKjRsxVg   #quellochemiamadrenonsa #PapaFrancisco #M5S,raw footage cctv video train crash spain people died quellochemiamadrenonsa papafrancisco m,9,Transportation Accident
Los Angeles International Airport evacuatd aftr shots reportedly fird http://t.co/Le0KC225JC #CNN #gunfire #LAX #police,los angeles international airport evacuatd aftr shot reportedly fird cnn gunfire lax police,8,Shooting
"RT @BreakingNews: Caribbean-wide tsunami watch in effect after Costa Rican quake, Pacific Tsunami Warning Center says - @Reuters",caribbeanwide tsunami watch effect costa rican quake pacific tsunami warning center say,2,Earthquake
"RT @TheFakeSIM: Dear Indonesia, I believed you got Adele's song wrongly. It's Set Fire to the Rain, not Rainforest. #sghaze",dear indonesia believed got adeles song wrongly set fire rain rainforest sghaze,6,Haze
"RT @Lakers: .@paugasol had 24 pts tonight. He pledged $1,000 for each point towards typhoon relief in the Philippines. http://t.co/FuKMTA8a…",pt tonight pledged point towards typhoon relief philippine,10,Typhoon
"RT @FilthyGK: Meteor landed in Russia. Meteor didn't hit the earth, earth hit the meteor.",meteor landed russia meteor hit earth earth hit meteor,7,Meteor
RT @yongchavezLA: RT @NBCNews: 7.2 quake strikes near one of Philippines' largest cities. Reuters &amp; local media report 4 killed http://t.co…,quake strike near one philippine largest city reuters local medium report killed,2,Earthquake
Thinking of the folks in #LacMegantic . I hope the rest of your missing are found soon and whole.,thinking folk lacmegantic hope rest missing found soon whole,9,Transportation Accident
RT @JohnCBS4: Not for those with a weak stomach: Larimer County Sheriff's flyover to survey the #COflood damage. http://t.co/zZWrNvDWxu,weak stomach larimer county sheriff flyover survey coflood damage,5,Flood
RT @Pontifex: Please join me in praying for the victims of the explosion in Texas and their families.,please join praying victim explosion texas family,3,Explosion
what if by school reopen the haze still there? will everyone go to school with masks on? 😷 #sghaze,school reopen haze still everyone go school mask sghaze,6,Haze
"At 1:00PM 5/DEC/2012, the center of Typhoon #PabloPH was located @80km Northwest of Roxas, Northern Palawan.  ( 11.0°N, 119.0°E ).",pm dec center typhoon pabloph located northwest roxas northern palawan,10,Typhoon
"Meteor injures hundreds in Russia: A white flash appeared in the sky for a few seconds, followed by ... http://t.co/GS0WlQ9E #tweet4ywca",meteor injures hundred russia white flash appeared sky second followed tweetywca,7,Meteor
"RT @ZaidJilani: West Texas explosion caused most damage of any tragedy this week, but without clear figure for vengeance, will get least ...",west texas explosion caused damage tragedy week without clear figure vengeance get least,3,Explosion
The pope quit. A meteor fell in Russia. An asteroid came close to earth. It snowed in Arizona. Who the hell is playing Jumanji?,pope quit meteor fell russia asteroid came close earth snowed arizona hell playing jumanji,7,Meteor
RT @mindanaoan: Is this in #Bohol Robert? OMG so heartbreaking!!! #earthquake RT @tokyodrastic: 400 year old tower collapsed... http://t.co…,bohol robert omg heartbreaking earthquake year old tower collapsed,2,Earthquake
"Obama, Texas officials honor firefighters killed in fertilizer plant explosion - Washington Post: Washington P... http://t.co/vMcs2tD9KN",obama texas official honor firefighter killed fertilizer plant explosion washington post washington,3,Explosion
"RT @SchoolprobIems: Singapore should build something similar to Singapore Flyer but call it the Singapore Fan so when the haze comes, we ca…",singapore build something similar singapore flyer call singapore fan haze come,6,Haze
Emerson College community shows unity after seven students injured in Marathon blast http://t.co/S4bazZW7p2 via @BostonDotCom,emerson college community show unity seven student injured marathon blast via,0,Bombing
Woman found alive after 17 days in rubble of factory collapse in #Bangladesh  http://t.co/NIVyOTCRDE,woman found alive day rubble factory collapse bangladesh,1,Building Collapse
Join us for Strength in Community a #Philippines typhoon relief telethon NOW http://t.co/1B3ZGE4rIk w/ @kidheroes @ajxy @nickisun,join u strength community philippine typhoon relief telethon,10,Typhoon
At least 90 people killed in Brazil nightclub fire http://t.co/652uKBdC,least people killed brazil nightclub fire,4,Fire
Sen Feinstein: Sunday's NYC train crash was preventable: speed up deployment of positive train control,sen feinstein sunday nyc train crash preventable speed deployment positive train control,9,Transportation Accident
